Date,Ticker,Close
1973-11-27,BAC,4.703125
1973-11-28,BAC,4.671875
1973-11-29,BAC,4.59375
1973-11-30,BAC,4.296875
1973-12-03,BAC,4.21875
1973-12-04,BAC,4.25
1973-12-05,BAC,4.15625
1973-12-06,BAC,4.28125
1973-12-07,BAC,4.46875
1973-12-10,BAC,4.453125
1973-12-11,BAC,4.5
1973-12-12,BAC,4.484375
1973-12-13,BAC,4.4375
1973-12-14,BAC,4.4375
1973-12-17,BAC,4.3125
1973-12-18,BAC,4.3125
1973-12-19,BAC,4.3125
1973-12-20,BAC,4.328125
1973-12-21,BAC,4.359375
1973-12-24,BAC,4.375
1973-12-26,BAC,4.546875
1973-12-27,BAC,4.71875
1973-12-28,BAC,4.859375
1973-12-31,BAC,4.9375
1974-01-02,BAC,4.890625
1974-01-03,BAC,4.96875
1974-01-04,BAC,4.875
1974-01-07,BAC,4.796875
1974-01-08,BAC,4.734375
1974-01-09,BAC,4.671875
1974-01-10,BAC,4.375
1974-01-11,BAC,4.265625
1974-01-14,BAC,4.34375
1974-01-15,BAC,4.40625
1974-01-16,BAC,4.5625
1974-01-17,BAC,4.625
1974-01-18,BAC,4.5625
1974-01-21,BAC,4.4375
1974-01-22,BAC,4.40625
1974-01-23,BAC,4.3125
1974-01-24,BAC,4.28125
1974-01-25,BAC,4.328125
1974-01-28,BAC,4.3125
1974-01-29,BAC,4.359375
1974-01-30,BAC,4.390625
1974-01-31,BAC,4.34375
1974-02-01,BAC,4.28125
1974-02-04,BAC,4.21875
1974-02-05,BAC,4.171875
1974-02-06,BAC,4.203125
1974-02-07,BAC,4.21875
1974-02-08,BAC,4.203125
1974-02-11,BAC,4.15625
1974-02-12,BAC,4.09375
1974-02-13,BAC,4.03125
1974-02-14,BAC,4.03125
1974-02-15,BAC,4.046875
1974-02-19,BAC,3.984375
1974-02-20,BAC,4.03125
1974-02-21,BAC,4.015625
1974-02-22,BAC,4.03125
1974-02-25,BAC,4.0
1974-02-26,BAC,3.984375
1974-02-27,BAC,3.96875
1974-02-28,BAC,3.984375
1974-03-01,BAC,4.015625
1974-03-04,BAC,4.0
1974-03-05,BAC,4.125
1974-03-06,BAC,4.140625
1974-03-07,BAC,4.171875
1974-03-08,BAC,4.25
1974-03-11,BAC,4.21875
1974-03-12,BAC,4.28125
1974-03-13,BAC,4.59375
1974-03-14,BAC,4.71875
1974-03-15,BAC,4.6875
1974-03-18,BAC,4.59375
1974-03-19,BAC,4.5
1974-03-20,BAC,4.53125
1974-03-21,BAC,4.515625
1974-03-22,BAC,4.5
1974-03-25,BAC,4.5
1974-03-26,BAC,4.484375
1974-03-27,BAC,4.359375
1974-03-28,BAC,4.109375
1974-03-29,BAC,4.09375
1974-04-01,BAC,4.109375
1974-04-02,BAC,4.125
1974-04-03,BAC,4.109375
1974-04-04,BAC,4.125
1974-04-05,BAC,4.0625
1974-04-08,BAC,4.0
1974-04-09,BAC,3.984375
1974-04-10,BAC,4.0
1974-04-11,BAC,4.0
1974-04-15,BAC,4.015625
1974-04-16,BAC,4.171875
1974-04-17,BAC,4.21875
1974-04-18,BAC,4.265625
1974-04-19,BAC,4.21875
1974-04-22,BAC,4.203125
1974-04-23,BAC,4.140625
1974-04-24,BAC,4.015625
1974-04-25,BAC,3.90625
1974-04-26,BAC,3.875
1974-04-29,BAC,3.828125
1974-04-30,BAC,3.8125
1974-05-01,BAC,3.828125
1974-05-02,BAC,3.875
1974-05-03,BAC,3.890625
1974-05-06,BAC,3.875
1974-05-07,BAC,3.75
1974-05-08,BAC,3.671875
1974-05-09,BAC,3.65625
1974-05-10,BAC,3.53125
1974-05-13,BAC,3.453125
1974-05-14,BAC,3.515625
1974-05-15,BAC,3.65625
1974-05-16,BAC,3.640625
1974-05-17,BAC,3.515625
1974-05-20,BAC,3.578125
1974-05-21,BAC,3.65625
1974-05-22,BAC,3.65625
1974-05-23,BAC,3.65625
1974-05-24,BAC,3.359375
1974-05-28,BAC,3.171875
1974-05-29,BAC,3.140625
1974-05-30,BAC,3.15625
1974-05-31,BAC,2.96875
1974-06-03,BAC,2.921875
1974-06-04,BAC,3.0
1974-06-05,BAC,3.0625
1974-06-06,BAC,3.359375
1974-06-07,BAC,3.25
1974-06-10,BAC,3.21875
1974-06-11,BAC,3.1875
1974-06-12,BAC,3.265625
1974-06-13,BAC,3.34375
1974-06-14,BAC,3.328125
1974-06-17,BAC,3.21875
1974-06-18,BAC,3.203125
1974-06-19,BAC,3.015625
1974-06-20,BAC,2.90625
1974-06-21,BAC,2.90625
1974-06-24,BAC,2.859375
1974-06-25,BAC,2.875
1974-06-26,BAC,2.671875
1974-06-27,BAC,2.5625
1974-06-28,BAC,2.5
1974-07-01,BAC,2.3125
1974-07-02,BAC,2.140625
1974-07-03,BAC,2.0
1974-07-05,BAC,2.0625
1974-07-08,BAC,1.9375
1974-07-09,BAC,1.953125
1974-07-10,BAC,1.890625
1974-07-11,BAC,1.96875
1974-07-12,BAC,2.078125
1974-07-15,BAC,2.1875
1974-07-16,BAC,2.3125
1974-07-17,BAC,2.328125
1974-07-18,BAC,2.28125
1974-07-19,BAC,2.3125
1974-07-22,BAC,2.171875
1974-07-23,BAC,2.203125
1974-07-24,BAC,2.1875
1974-07-25,BAC,2.09375
1974-07-26,BAC,2.046875
1974-07-29,BAC,1.984375
1974-07-30,BAC,1.890625
1974-07-31,BAC,1.8125
1974-08-01,BAC,1.8125
1974-08-02,BAC,1.84375
1974-08-05,BAC,1.875
1974-08-06,BAC,1.875
1974-08-07,BAC,1.9375
1974-08-08,BAC,1.84375
1974-08-09,BAC,1.8125
1974-08-12,BAC,1.796875
1974-08-13,BAC,1.71875
1974-08-14,BAC,1.578125
1974-08-15,BAC,1.625
1974-08-16,BAC,1.609375
1974-08-19,BAC,1.609375
1974-08-20,BAC,1.6875
1974-08-21,BAC,1.609375
1974-08-22,BAC,1.515625
1974-08-23,BAC,1.5
1974-08-26,BAC,1.578125
1974-08-27,BAC,1.578125
1974-08-28,BAC,1.65625
1974-08-29,BAC,1.5625
1974-08-30,BAC,1.609375
1974-09-03,BAC,1.53125
1974-09-04,BAC,1.390625
1974-09-05,BAC,1.375
1974-09-06,BAC,1.390625
1974-09-09,BAC,1.328125
1974-09-10,BAC,1.171875
1974-09-11,BAC,1.1875
1974-09-12,BAC,1.125
1974-09-13,BAC,1.0
1974-09-16,BAC,1.015625
1974-09-17,BAC,1.03125
1974-09-18,BAC,1.03125
1974-09-19,BAC,1.140625
1974-09-20,BAC,1.078125
1974-09-23,BAC,1.046875
1974-09-24,BAC,1.0625
1974-09-25,BAC,1.0625
1974-09-26,BAC,1.03125
1974-09-27,BAC,1.015625
1974-09-30,BAC,0.96875
1974-10-01,BAC,0.96875
1974-10-02,BAC,0.96875
1974-10-03,BAC,0.9375
1974-10-04,BAC,0.984375
1974-10-07,BAC,1.078125
1974-10-08,BAC,1.0625
1974-10-09,BAC,1.125
1974-10-10,BAC,1.125
1974-10-11,BAC,1.296875
1974-10-14,BAC,1.265625
1974-10-15,BAC,1.234375
1974-10-16,BAC,1.25
1974-10-17,BAC,1.28125
1974-10-18,BAC,1.296875
1974-10-21,BAC,1.359375
1974-10-22,BAC,1.421875
1974-10-23,BAC,1.390625
1974-10-24,BAC,1.390625
1974-10-25,BAC,1.40625
1974-10-28,BAC,1.34375
1974-10-29,BAC,1.359375
1974-10-30,BAC,1.3125
1974-10-31,BAC,1.296875
1974-11-01,BAC,1.21875
1974-11-04,BAC,1.0625
1974-11-05,BAC,1.140625
1974-11-06,BAC,1.15625
1974-11-07,BAC,1.15625
1974-11-08,BAC,1.140625
1974-11-11,BAC,1.125
1974-11-12,BAC,1.109375
1974-11-13,BAC,1.09375
1974-11-14,BAC,1.09375
1974-11-15,BAC,1.015625
1974-11-18,BAC,0.953125
1974-11-19,BAC,0.953125
1974-11-20,BAC,0.984375
1974-11-21,BAC,0.984375
1974-11-22,BAC,0.984375
1974-11-25,BAC,0.953125
1974-11-26,BAC,1.015625
1974-11-27,BAC,1.015625
1974-11-29,BAC,1.015625
1974-12-02,BAC,0.96875
1974-12-03,BAC,0.9375
1974-12-04,BAC,0.90625
1974-12-05,BAC,0.84375
1974-12-06,BAC,0.84375
1974-12-09,BAC,0.84375
1974-12-10,BAC,0.90625
1974-12-11,BAC,0.953125
1974-12-12,BAC,0.984375
1974-12-13,BAC,0.984375
1974-12-16,BAC,0.953125
1974-12-17,BAC,0.953125
1974-12-18,BAC,0.953125
1974-12-19,BAC,0.890625
1974-12-20,BAC,0.828125
1974-12-23,BAC,0.828125
1974-12-24,BAC,0.921875
1974-12-26,BAC,0.953125
1974-12-27,BAC,0.921875
1974-12-30,BAC,0.90625
1974-12-31,BAC,0.9375
1975-01-02,BAC,0.953125
1975-01-03,BAC,0.953125
1975-01-06,BAC,1.015625
1975-01-07,BAC,1.0
1975-01-08,BAC,0.96875
1975-01-09,BAC,1.03125
1975-01-10,BAC,1.140625
1975-01-13,BAC,1.1875
1975-01-14,BAC,1.1875
1975-01-15,BAC,1.1875
1975-01-16,BAC,1.203125
1975-01-17,BAC,1.171875
1975-01-20,BAC,1.171875
1975-01-21,BAC,1.1875
1975-01-22,BAC,1.171875
1975-01-23,BAC,1.140625
1975-01-24,BAC,1.109375
1975-01-27,BAC,1.140625
1975-01-28,BAC,1.203125
1975-01-29,BAC,1.265625
1975-01-30,BAC,1.328125
1975-01-31,BAC,1.359375
1975-02-03,BAC,1.390625
1975-02-04,BAC,1.390625
1975-02-05,BAC,1.546875
1975-02-06,BAC,1.71875
1975-02-07,BAC,1.671875
1975-02-10,BAC,1.625
1975-02-11,BAC,1.546875
1975-02-12,BAC,1.640625
1975-02-13,BAC,1.65625
1975-02-14,BAC,1.65625
1975-02-18,BAC,1.453125
1975-02-19,BAC,1.46875
1975-02-20,BAC,1.453125
1975-02-21,BAC,1.40625
1975-02-24,BAC,1.375
1975-02-25,BAC,1.375
1975-02-26,BAC,1.34375
1975-02-27,BAC,1.4375
1975-02-28,BAC,1.5
1975-03-03,BAC,1.515625
1975-03-04,BAC,1.46875
1975-03-05,BAC,1.4375
1975-03-06,BAC,1.421875
1975-03-07,BAC,1.421875
1975-03-10,BAC,1.359375
1975-03-11,BAC,1.296875
1975-03-12,BAC,1.125
1975-03-13,BAC,1.265625
1975-03-14,BAC,1.34375
1975-03-17,BAC,1.390625
1975-03-18,BAC,1.453125
1975-03-19,BAC,1.4375
1975-03-20,BAC,1.453125
1975-03-21,BAC,1.453125
1975-03-24,BAC,1.34375
1975-03-25,BAC,1.34375
1975-03-26,BAC,1.390625
1975-03-27,BAC,1.4375
1975-03-31,BAC,1.421875
1975-04-01,BAC,1.40625
1975-04-02,BAC,1.421875
1975-04-03,BAC,1.40625
1975-04-04,BAC,1.359375
1975-04-07,BAC,1.34375
1975-04-08,BAC,1.328125
1975-04-09,BAC,1.359375
1975-04-10,BAC,1.390625
1975-04-11,BAC,1.390625
1975-04-14,BAC,1.484375
1975-04-15,BAC,1.453125
1975-04-16,BAC,1.484375
1975-04-17,BAC,1.5
1975-04-18,BAC,1.5
1975-04-21,BAC,1.53125
1975-04-22,BAC,1.515625
1975-04-23,BAC,1.515625
1975-04-24,BAC,1.515625
1975-04-25,BAC,1.609375
1975-04-28,BAC,1.53125
1975-04-29,BAC,1.53125
1975-04-30,BAC,1.53125
1975-05-01,BAC,1.515625
1975-05-02,BAC,1.546875
1975-05-05,BAC,1.5625
1975-05-06,BAC,1.609375
1975-05-07,BAC,1.65625
1975-05-08,BAC,1.6875
1975-05-09,BAC,1.703125
1975-05-12,BAC,1.640625
1975-05-13,BAC,1.65625
1975-05-14,BAC,1.671875
1975-05-15,BAC,1.671875
1975-05-16,BAC,1.640625
1975-05-19,BAC,1.59375
1975-05-20,BAC,1.546875
1975-05-21,BAC,1.53125
1975-05-22,BAC,1.546875
1975-05-23,BAC,1.609375
1975-05-27,BAC,1.625
1975-05-28,BAC,1.546875
1975-05-29,BAC,1.546875
1975-05-30,BAC,1.59375
1975-06-02,BAC,1.546875
1975-06-03,BAC,1.53125
1975-06-04,BAC,1.515625
1975-06-05,BAC,1.484375
1975-06-06,BAC,1.421875
1975-06-09,BAC,1.359375
1975-06-10,BAC,1.34375
1975-06-11,BAC,1.40625
1975-06-12,BAC,1.375
1975-06-13,BAC,1.40625
1975-06-16,BAC,1.453125
1975-06-17,BAC,1.421875
1975-06-18,BAC,1.375
1975-06-19,BAC,1.359375
1975-06-20,BAC,1.375
1975-06-23,BAC,1.390625
1975-06-24,BAC,1.421875
1975-06-25,BAC,1.4375
1975-06-26,BAC,1.53125
1975-06-27,BAC,1.609375
1975-06-30,BAC,1.625
1975-07-01,BAC,1.578125
1975-07-02,BAC,1.53125
1975-07-03,BAC,1.53125
1975-07-07,BAC,1.53125
1975-07-08,BAC,1.53125
1975-07-09,BAC,1.546875
1975-07-10,BAC,1.53125
1975-07-11,BAC,1.515625
1975-07-14,BAC,1.484375
1975-07-15,BAC,1.484375
1975-07-16,BAC,1.484375
1975-07-17,BAC,1.46875
1975-07-18,BAC,1.453125
1975-07-21,BAC,1.453125
1975-07-22,BAC,1.390625
1975-07-23,BAC,1.390625
1975-07-24,BAC,1.359375
1975-07-25,BAC,1.359375
1975-07-28,BAC,1.359375
1975-07-29,BAC,1.359375
1975-07-30,BAC,1.390625
1975-07-31,BAC,1.421875
1975-08-01,BAC,1.40625
1975-08-04,BAC,1.40625
1975-08-05,BAC,1.375
1975-08-06,BAC,1.375
1975-08-07,BAC,1.375
1975-08-08,BAC,1.375
1975-08-11,BAC,1.375
1975-08-12,BAC,1.390625
1975-08-13,BAC,1.375
1975-08-14,BAC,1.34375
1975-08-15,BAC,1.34375
1975-08-18,BAC,1.34375
1975-08-19,BAC,1.34375
1975-08-20,BAC,1.28125
1975-08-21,BAC,1.28125
1975-08-22,BAC,1.28125
1975-08-25,BAC,1.265625
1975-08-26,BAC,1.1875
1975-08-27,BAC,1.234375
1975-08-28,BAC,1.3125
1975-08-29,BAC,1.375
1975-09-02,BAC,1.328125
1975-09-03,BAC,1.3125
1975-09-04,BAC,1.328125
1975-09-05,BAC,1.34375
1975-09-08,BAC,1.3125
1975-09-09,BAC,1.34375
1975-09-10,BAC,1.328125
1975-09-11,BAC,1.296875
1975-09-12,BAC,1.296875
1975-09-15,BAC,1.25
1975-09-16,BAC,1.203125
1975-09-17,BAC,1.203125
1975-09-18,BAC,1.234375
1975-09-19,BAC,1.28125
1975-09-22,BAC,1.234375
1975-09-23,BAC,1.21875
1975-09-24,BAC,1.25
1975-09-25,BAC,1.21875
1975-09-26,BAC,1.21875
1975-09-29,BAC,1.203125
1975-09-30,BAC,1.203125
1975-10-01,BAC,1.1875
1975-10-02,BAC,1.171875
1975-10-03,BAC,1.1875
1975-10-06,BAC,1.140625
1975-10-07,BAC,1.125
1975-10-08,BAC,1.15625
1975-10-09,BAC,1.171875
1975-10-10,BAC,1.171875
1975-10-13,BAC,1.15625
1975-10-14,BAC,1.15625
1975-10-15,BAC,1.125
1975-10-16,BAC,1.125
1975-10-17,BAC,1.125
1975-10-20,BAC,1.109375
1975-10-21,BAC,1.109375
1975-10-22,BAC,1.109375
1975-10-23,BAC,1.109375
1975-10-24,BAC,1.078125
1975-10-27,BAC,1.078125
1975-10-28,BAC,1.078125
1975-10-29,BAC,1.0625
1975-10-30,BAC,1.046875
1975-10-31,BAC,1.03125
1975-11-03,BAC,1.03125
1975-11-04,BAC,1.09375
1975-11-05,BAC,1.125
1975-11-06,BAC,1.125
1975-11-07,BAC,1.125
1975-11-10,BAC,1.09375
1975-11-11,BAC,1.109375
1975-11-12,BAC,1.125
1975-11-13,BAC,1.109375
1975-11-14,BAC,1.078125
1975-11-17,BAC,1.078125
1975-11-18,BAC,1.078125
1975-11-19,BAC,1.0625
1975-11-20,BAC,1.0625
1975-11-21,BAC,1.03125
1975-11-24,BAC,1.0
1975-11-25,BAC,1.0
1975-11-26,BAC,1.046875
1975-11-28,BAC,1.0625
1975-12-01,BAC,1.0625
1975-12-02,BAC,1.0625
1975-12-03,BAC,1.015625
1975-12-04,BAC,1.015625
1975-12-05,BAC,1.0
1975-12-08,BAC,1.015625
1975-12-09,BAC,1.015625
1975-12-10,BAC,1.046875
1975-12-11,BAC,1.046875
1975-12-12,BAC,1.03125
1975-12-15,BAC,1.03125
1975-12-16,BAC,1.0625
1975-12-17,BAC,1.09375
1975-12-18,BAC,1.078125
1975-12-19,BAC,1.140625
1975-12-22,BAC,1.109375
1975-12-23,BAC,1.140625
1975-12-24,BAC,1.171875
1975-12-26,BAC,1.203125
1975-12-29,BAC,1.1875
1975-12-30,BAC,1.1875
1975-12-31,BAC,1.21875
1976-01-02,BAC,1.234375
1976-01-05,BAC,1.234375
1976-01-06,BAC,1.25
1976-01-07,BAC,1.203125
1976-01-08,BAC,1.203125
1976-01-09,BAC,1.1875
1976-01-12,BAC,1.15625
1976-01-13,BAC,1.15625
1976-01-14,BAC,1.1875
1976-01-15,BAC,1.1875
1976-01-16,BAC,1.1875
1976-01-19,BAC,1.21875
1976-01-20,BAC,1.28125
1976-01-21,BAC,1.265625
1976-01-22,BAC,1.1875
1976-01-23,BAC,1.203125
1976-01-26,BAC,1.1875
1976-01-27,BAC,1.1875
1976-01-28,BAC,1.21875
1976-01-29,BAC,1.25
1976-01-30,BAC,1.359375
1976-02-02,BAC,1.390625
1976-02-03,BAC,1.4375
1976-02-04,BAC,1.5
1976-02-05,BAC,1.46875
1976-02-06,BAC,1.421875
1976-02-09,BAC,1.421875
1976-02-10,BAC,1.421875
1976-02-11,BAC,1.4375
1976-02-12,BAC,1.484375
1976-02-13,BAC,1.484375
1976-02-17,BAC,1.484375
1976-02-18,BAC,1.46875
1976-02-19,BAC,1.515625
1976-02-20,BAC,1.5625
1976-02-23,BAC,1.53125
1976-02-24,BAC,1.5
1976-02-25,BAC,1.46875
1976-02-26,BAC,1.46875
1976-02-27,BAC,1.453125
1976-03-01,BAC,1.453125
1976-03-02,BAC,1.4375
1976-03-03,BAC,1.4375
1976-03-04,BAC,1.390625
1976-03-05,BAC,1.390625
1976-03-08,BAC,1.421875
1976-03-09,BAC,1.4375
1976-03-10,BAC,1.46875
1976-03-11,BAC,1.5
1976-03-12,BAC,1.5
1976-03-15,BAC,1.46875
1976-03-16,BAC,1.484375
1976-03-17,BAC,1.515625
1976-03-18,BAC,1.515625
1976-03-19,BAC,1.515625
1976-03-22,BAC,1.515625
1976-03-23,BAC,1.515625
1976-03-24,BAC,1.53125
1976-03-25,BAC,1.5
1976-03-26,BAC,1.5
1976-03-29,BAC,1.5
1976-03-30,BAC,1.5
1976-03-31,BAC,1.53125
1976-04-01,BAC,1.53125
1976-04-02,BAC,1.53125
1976-04-05,BAC,1.53125
1976-04-06,BAC,1.546875
1976-04-07,BAC,1.53125
1976-04-08,BAC,1.515625
1976-04-09,BAC,1.453125
1976-04-12,BAC,1.4375
1976-04-13,BAC,1.4375
1976-04-14,BAC,1.4375
1976-04-15,BAC,1.4375
1976-04-19,BAC,1.4375
1976-04-20,BAC,1.46875
1976-04-21,BAC,1.46875
1976-04-22,BAC,1.46875
1976-04-23,BAC,1.453125
1976-04-26,BAC,1.453125
1976-04-27,BAC,1.453125
1976-04-28,BAC,1.453125
1976-04-29,BAC,1.453125
1976-04-30,BAC,1.453125
1976-05-03,BAC,1.4375
1976-05-04,BAC,1.40625
1976-05-05,BAC,1.40625
1976-05-06,BAC,1.375
1976-05-07,BAC,1.375
1976-05-10,BAC,1.390625
1976-05-11,BAC,1.375
1976-05-12,BAC,1.375
1976-05-13,BAC,1.34375
1976-05-14,BAC,1.34375
1976-05-17,BAC,1.34375
1976-05-18,BAC,1.328125
1976-05-19,BAC,1.328125
1976-05-20,BAC,1.328125
1976-05-21,BAC,1.34375
1976-05-24,BAC,1.3125
1976-05-25,BAC,1.3125
1976-05-26,BAC,1.296875
1976-05-27,BAC,1.265625
1976-05-28,BAC,1.21875
1976-06-01,BAC,1.234375
1976-06-02,BAC,1.234375
1976-06-03,BAC,1.25
1976-06-04,BAC,1.234375
1976-06-07,BAC,1.234375
1976-06-08,BAC,1.234375
1976-06-09,BAC,1.234375
1976-06-10,BAC,1.25
1976-06-11,BAC,1.265625
1976-06-14,BAC,1.28125
1976-06-15,BAC,1.28125
1976-06-16,BAC,1.28125
1976-06-17,BAC,1.296875
1976-06-18,BAC,1.296875
1976-06-21,BAC,1.296875
1976-06-22,BAC,1.296875
1976-06-23,BAC,1.296875
1976-06-24,BAC,1.296875
1976-06-25,BAC,1.296875
1976-06-28,BAC,1.3125
1976-06-29,BAC,1.3125
1976-06-30,BAC,1.328125
1976-07-01,BAC,1.34375
1976-07-02,BAC,1.34375
1976-07-06,BAC,1.375
1976-07-07,BAC,1.375
1976-07-08,BAC,1.390625
1976-07-09,BAC,1.390625
1976-07-12,BAC,1.40625
1976-07-13,BAC,1.40625
1976-07-14,BAC,1.421875
1976-07-15,BAC,1.421875
1976-07-16,BAC,1.421875
1976-07-19,BAC,1.421875
1976-07-20,BAC,1.390625
1976-07-21,BAC,1.359375
1976-07-22,BAC,1.328125
1976-07-23,BAC,1.328125
1976-07-26,BAC,1.328125
1976-07-27,BAC,1.296875
1976-07-28,BAC,1.296875
1976-07-29,BAC,1.28125
1976-07-30,BAC,1.296875
1976-08-02,BAC,1.28125
1976-08-03,BAC,1.28125
1976-08-04,BAC,1.296875
1976-08-05,BAC,1.296875
1976-08-06,BAC,1.296875
1976-08-09,BAC,1.296875
1976-08-10,BAC,1.296875
1976-08-11,BAC,1.296875
1976-08-12,BAC,1.3125
1976-08-13,BAC,1.3125
